route,dest
"0,1,13,7,28,7,1,13,28,13,13",b6-nem3-b
"0,1,4,4,1,28,10,1,10,26",rs1310
"0,1,28,10,1,28",a3-nem3-b
"0,1,10,10,7,7,28,20",rs1486
"0,1,13,13,4,4,28,24",rs696
"0,1,1,28,7,1,10",a4-nem4-b
"0,1,13,4,1",b5-nem1-b
"0,1,4,4,1,28,13,4,35",d5-nem1-b
"0,1,28,7,1,7,28,1,25",rs374
"0,1,21",rs20
"0,1,28,4,4,4,4,28,4",c2-nem2-a
"0,1,28,7,1,10,28,1,25",rs869
"0,1,28,4,2,13,28,4,10",c1-nem3-b
"0,1,1,28,1,28,1,35",a1-nem3-a
"0,1,28,10,1,4,28,8",a3-nem3-b
"0,1,10,4,28,4,24",rs696
"0,1,7,7,1,28,7,1,10,17",rs1015
"0,1,13,7,28,7,1,13,28,7,12",c6-nem3-b
"0,1,28,7,1,13,28,1,24",rs1444
"0,1,28,4,2,13,28,4,11",c1-nem3-b
"0,1,7,7,7,1,13,28,13,1,28,21",rs1011
"0,1,10,7,28,7,1,19",rs919
"0,1,7,7,1,32",b2-nem1-a
"0,1,10,7,7,1,15",b2-nem1-b
"0,1,7,1,13",a6-nem1-b
"0,1,4,1,10,4,10,4,17",rs1321
"0,1,28,4,2,4,28,13,26",rs1292
"0,1,28,1,7,10",a4-nem3-a
"0,1,28,1,28,7,1,30",a2-nem4-b
"0,1,4,4,13,21",rs1263
"0,1,1,28,10,1,8",a4-nem4-b
"0,1,10,4,28,1,28,4,4,1,14",d1-nem4-a
"0,1,13,13,7,1,7,28,7,10",c6-nem1-a
"0,1,1,28,7,1,7,7,7,7",d1-nem4-b
"0,1,28,7,1,28,10,1",a4-nem4-a
"0,1,13,4,28,4,1,13,28,1,24",rs724
"0,1,28,7,1,7,28,7,21",rs429
"0,1,28,4,10,8",a3-nem2-b
"0,1,28,7,1,7,7,10,28,10",c6-nem3-b
"0,1,4,6",c1-nem2-a
"0,1,1,28,13",a5-nem1-a
"0,1,13,7,28,13,1,7,28,7,10",c6-nem3-b
"0,1,13,7,7,10,28,10,7,29",c4-nem2-a
"0,1,28,7,1,13",a6-nem3-a
"0,1,1,10,4,2",b3-nem2-a
"0,1,28,7,1,28,7,1",b2-nem4-a
"0,1,10,10,28,1,28,7,7,14",b4-nem3-b
"0,1,1,28,7,1,7,13,1",b6-nem1-a
"0,1,1,7,10,7,13",b2-nem1-b
"0,1,28,4,10,1,4,1",c3-nem2-b
"0,1,1,28,4,1,28,1",b1-nem3-b
"0,1,1,28,4,1,4,32",c1-nem4-a
"0,1,13,13,1,28,1,11",a5-nem4-b
"0,1,4,1,10,3",b3-nem2-a
"0,1,10,10,4,4,28,19",rs1269
"0,1,1,28,7,1,7,7,10,1",c4-nem1-a
"0,1,13,13,7,1,11",a6-nem1-b
"0,1,4,1,4,4,10,28,8",c3-nem1-a
"0,1,28,10,7,28",a4-nem2-a
"0,1,28,13,1,4,28,1,4,28",c5-nem4-b
"0,1,10,7,7,7,13",c2-nem2-a
"0,1,4,4,4,1,13,28,4,20",rs1604
"0,1,4,1,10,4,34",c3-nem1-a
"0,1,7,7,7,1,13,28,13,1,17",rs1015
"0,1,7,1,10,4",a3-nem1-b
"0,1,10,7,28,6",a3-nem2-b
"0,1,28,7,34",a2-nem2-a
"0,1,28,7,1,21",rs296
"0,1,4,1,4,4,4,28,13,6",c6-nem1-a
"0,1,13,4,28,4,1,4,28,1,10",d1-nem4-a
"0,1,28,4,4,4,1,28,4,1,6",c2-nem4-a
"0,1,28,4,2,10,28,1,16",rs646
"0,1,28,4,2,13,28,4,4,30",d5-nem3-a
"0,1,28,13,1,4,28,4,1,32",c5-nem4-b
"0,1,1,28,1,13,33",a5-nem4-a
"0,1,28,4,4,35",c1-nem2-a
"0,1,4,1,13,4,13,4,10",d5-nem1-b
"0,1,1,7,10,1,28,6",a3-nem2-b
"0,1,28,4,4,4,1,13,4,28,5",c6-nem3-b
"0,1,28,10,1,4,13",b1-nem3-a
"0,1,28,7,1,28,13,1,6",a5-nem4-a
"0,1,10,10,7,1,7,28,14",b4-nem1-a
"0,1,28,7,1,28,7,11",b4-nem3-b
"0,1,1,28,7,1,13,7,28,7,11",c2-nem4-a
"0,1,10,4,28,1,9",a3-nem3-a
"0,1,4,1,13,4,13,4,4,16",rs1032
"0,1,28,4,2,13,28,4,4,34",d5-nem3-a
"0,1,13,4,28,13,17",rs619
"0,1,4,4,1,28,10,1,10,17",rs1303
"0,1,7,1,13,33",a6-nem1-a
"0,1,4,4,1,28,13,1,20",rs1306
"0,1,13,7,7,10,28,10,7,31",c4-nem2-a
"0,1,28,7,7,7,1,30",c2-nem3-b
"0,1,1,28,7,1,29",a2-nem4-a
"0,1,28,4,4,4,10,4,4,1,15",c2-nem3-a
"0,1,28,13,1,4,28,1,4,35",c5-nem4-b
"0,1,28,7,7,7,7,13",d6-nem2-b
"0,1,4,4,13,4,2",d5-nem1-b
"0,1,1,28,1,34",a1-nem4-a
"0,1,28,7,7,7,7,28,5",c2-nem2-a
"0,1,28,4,4,4,4,13,1,7",d5-nem3-a
"0,1,10,7,7,7,15",c2-nem2-a
"0,1,13,13,7,7,28,7,1,12",c6-nem3-a
"0,1,1,7,10,28,10,1,28,13,9",b4-nem4-a
"0,1,10,4,28,10,1,20",rs1208
"0,1,10,10,28,1,7,13",a4-nem3-a
"0,1,13,4,4,1,9",b5-nem1-b
"0,1,1,7,10,10,7,28,14",b4-nem1-a
"0,1,10,10,7,1",a6-nem1-b
"0,1,28,4,10,34",b3-nem2-a
"0,1,28,4,2,13,28,13,19",rs639
"0,1,28,7,7,7,1,33",c2-nem3-b
"0,1,1,7,10,7,30",b4-nem1-a
"0,1,28,4,4,1,31",c1-nem3-b
"0,1,28,7,7,7,29",c2-nem2-a
"0,1,1,28,10,10,1,28,13,7,28",a4-nem4-b
"0,1,28,7,1,10,28,10,27",rs1437
"0,1,28,4,4,4,1,4,28,5",c2-nem3-b
"0,1,4,1,13,28,7",a5-nem1-a
"0,1,28,4,4,1,28,8",b1-nem3-b
"0,1,28,4,4,4,4,28,1",d2-nem1-b
"0,1,28,7,1,28,10,35",a4-nem3-a
"0,1,1,28,7,1,7,10,33",b4-nem4-a
"0,1,10,4,28,10,26",rs1202
"0,1,28,4,4,1,28,4",d1-nem3-b
"0,1,28,4,4,4,1,4,28,1,5",c2-nem4-a
"0,1,7,7,13,16",rs1474
"0,1,28,4,4,4,1,4,6",c2-nem3-a
"0,1,10,7,7,7,28",c4-nem2-b
"0,1,10,7,7,7,7,1,6",c4-nem1-b
"0,1,13,7,7,10,3",b2-nem1-b
"0,1,28,4,4,4,10,8",c3-nem2-b
"0,1,28,4,4,4,1,13,4,28,4",c6-nem3-b
"0,1,13,7,28,7,1,13,28,25",rs931
"0,1,1,13,3",a5-nem2-a
"0,1,7,7,1,28,13,1,28,21",rs1515
"0,1,10,7,7,7,7",d4-nem2-a
"0,1,10,10,4,4,28,4,1,17",rs1349
"0,1,1,28,7,1,7,7,1,11",c4-nem1-a
"0,1,28,13,1,4,28,4,10",c1-nem3-b
"0,1,1,28,7,1,7,7,31",c2-nem4-a
"0,1,4,1,10,4,21",rs677
"0,1,7,7,10,7,28,7,27",rs1059
"0,1,28,1,7,7,28,1,7,7,8",d1-nem4-a
"0,1,28,4,2,4,28,4,19",rs235
"0,1,7,7,7,1,10,28,10,20",rs1532
"0,1,28,4,4,4,1,4,28,1,9",d1-nem4-a
"0,1,10,4,28,1,28,4,15",c1-nem3-b
"0,1,1,28,7,1,7,10,7,28,1,6",b4-nem3-b
"0,1,28,13,1,7,28,10,2",a2-nem4-a
"0,1,28,4,2,13,28,13,24",rs642
"0,1,1,28,4,1,4,30",c1-nem4-a
"0,1,7,7,28,7,1,7,16",rs484
"0,1,1,28,1,7",a2-nem4-b
"0,1,7,7,1,28,10,18",rs882
"0,1,4,1,4,4,10,4,5",c4-nem1-b
"0,1,7,7,10,7,2",c4-nem1-b
"0,1,7,7,10,7,25",rs977
"0,1,4,1,4,4,13,28,1,12",d1-nem4-b
"0,1,1,28,7,1,13,7,28,7,10",c2-nem4-a
"0,1,7,7,1,28,13,1,28,19",rs1513
"0,1,1,7,10,1,14",a2-nem2-a
"0,1,1,7,10,28,10,1,28,13,2",a4-nem3-b
"0,1,28,13,1,4,10",b1-nem3-a
"0,1,13,13,28,16",rs546
"0,1,10,10,7,7,28,7,1,7,28,16",rs1644
"0,1,1,28,7,1,13,5",a5-nem4-b
"0,1,10,10,28,1,28,7,15",a4-nem3-b
"0,1,4,1,10,4,3",c3-nem2-a
"0,1,4,4,28,4,1,25",rs231
"0,1,1,28,7,1,7,7,10,28,5",b4-nem4-a
"0,1,1,28,10,10,1,28,13,7,7",b4-nem4-a
"0,1,13,13,1,28,7,7,1,13,28,15",b6-nem4-a
"0,1,4,4,1,28,13,4,31",d5-nem1-b
"0,1,28,4,10,1,28,1,7,3",a3-nem3-b
"0,1,28,7,1,7,28,7,18",rs426
"0,1,1,7,10,10,7,28,15",b4-nem1-a
"0,1,10,10,1,15",a3-nem1-b
"0,1,10,10,7,7,21",rs1479
"0,1,28,13,1,4,28,1,7",a5-nem4-a
"0,1,28,10,35",a3-nem2-a
"0,1,28,10,1,10",a5-nem3-a
"0,1,10,1",a3-nem1-b
"0,1,7,1,13,7,13,21",rs893
"0,1,28,13,1,34",a5-nem3-b
"0,1,13,7,28,7,1,13,21",rs921
"0,1,1,28,10,10,7,1,13",a4-nem4-b
"0,1,10,30",a3-nem2-b
"0,1,28,4,10",b3-nem2-b
"0,1,28,4,10,1,28,1,7,28",a3-nem4-b
"0,1,7,7,28,7,1,7,28,1,7",d1-nem4-a
"0,1,28,13,30",a5-nem2-a
"0,1,10,10,7,7,7,1,15",c4-nem1-b
"0,1,28,7,1,28,13,7,9",c6-nem3-b
"0,1,28,7,1,7,7,10,4",b4-nem3-a
"0,1,28,7,1,7,28,10,16",rs924
"0,1,1,28,7,1,7,7,10,28,1,6",b4-nem3-b
"0,1,28,7,7,7,33",c2-nem2-a
"0,1,7,1,13,7,28,5",a6-nem1-a
"0,1,7,1,10,28,7,8",c4-nem1-a
"0,1,28,4,4,4,1,4,10,4,15",c2-nem3-a
"0,1,28,7,1,13,7,8",c6-nem3-a
"0,1,10,10,28,1,14",a3-nem3-a
"0,1,7,7,7,1,13,28,13,16",rs952
"0,1,28,1,28,1",a1-nem4-a
"0,1,1,28,7,1,11",a4-nem4-b
"0,1,1,28,1,31",a1-nem4-a
"0,1,1,28,1,7,7,7,7,7",d1-nem4-b
"0,1,7,7,28,7,1,7,28,26",rs500
"0,1,1,28,10,10,1,28,13,7,3",a4-nem3-b
"0,1,13,7,28,13,1,7,28,7,11",c6-nem3-b
"0,1,28,4,4,4,1,4,28,13,6",c6-nem3-b
"0,1,1,28,10,10,1,28,13,7,15",a2-nem4-a
"0,1,4,4,4,1,13,28,13,1,28,16",rs790
"0,1,1,28,4,13,36",b5-nem1-b
"0,1,1,7,13,33",a6-nem1-a
"0,1,28,4,10,1,28,1,7,31",a3-nem4-b
"0,1,28,4,4,4,1,10,4,28,4,14",c2-nem3-b
"0,1,4,12",b3-nem2-a
"0,1,10,10,28,1,28,7,7,13",b4-nem3-b
"0,1,28,4,4,4,1,28,10,1,15",d1-nem4-a
"0,1,13,4,28,4,1,13,28,1,19",rs721
"0,1,1,7,10,1,28,14",a2-nem2-b
"0,1,7,7,1,28,7,1,13,7,7",d5-nem4-b
"0,1,28,4,10,1,28,1,7,7,31",a4-nem4-b
"0,1,1,28,4,19",rs67
"0,1,13,4,21",rs1191
"0,1,13,13,1,28,7,10",a6-nem1-a
"0,1,7,7,7,1,13,7,7",d5-nem1-b
"0,1,4,4,4,1,13,28,13,21",rs741
"0,1,4,1,4,28,13,7",b5-nem1-a
"0,1,10,7,28,10,1,7,15",b4-nem3-a
"0,1,28,7,1,7,28,13,20",rs1504
"0,1,13,13,4,1",b3-nem1-b
"0,1,13,4,28,4,1,4,28,1,34",d5-nem4-b
"0,1,28,4,11",b3-nem2-b
"0,1,1,7,10,1,5",a3-nem2-a
"0,1,28,7,1,7,12",b4-nem3-a
"0,1,7,7,1,36",b2-nem1-a
"0,1,7,7,13,7,13,21",rs975
"0,1,10,10,7,19",rs1405
"0,1,1,7,8",b2-nem1-b
"0,1,7,7,1,28,13,1,13,25",rs949
"0,1,4,4,1,28,10,21",rs669
"0,1,10,10,1",a5-nem1-b
"0,1,28,7,1,7,7,10,28,5",b4-nem3-b
"0,1,13,13,28,13,1,15",a5-nem3-a
"0,1,28,4,2,13,28,4,1,34",c5-nem4-b
"0,1,10,4,28",b3-nem2-b
"0,1,4,4,1,28,10,1,10,21",rs1307
"0,1,28,4,4,4,4,4,28",c2-nem2-a
"0,1,1,28,7,1,7,10,7,2",c4-nem1-a
"0,1,1,28,7,1,13,28,5",a5-nem4-a
"0,1,1,28,10,1,28,2",a3-nem3-b
"0,1,28,10,1,10,28,1",a5-nem4-a
"0,1,13,7,28,7,1,13,28,1,17",rs935
"0,1,1,28,4,13,9",a5-nem1-a
"0,1,10,7,15",a2-nem2-a
"0,1,28,4,2,13,28,4,4,29",d5-nem3-a
"0,1,28,4,10,4",c3-nem2-b
"0,1,1,28,10,1,28,7,28",a4-nem4-b
"0,1,4,4,28,4,26",rs222
"0,1,13,13,13,4,14",b5-nem2-a
"0,1,7,1,13,7,13,7",c4-nem1-b
"0,1,1,7,10,28,10,7,15",b4-nem1-a
"0,1,1,28,4,1,10,4,28,13",c1-nem4-a
"0,1,28,13,1,4,4,10",c1-nem3-a
"0,1,13,13,7,1,7,28,12",b6-nem1-a
"0,1,7,1,13,7,28,10",b2-nem1-a
"0,1,28,4,4,4,10,4,4,30",c4-nem2-a
"0,1,1,10,4,28,4",c3-nem1-a
"0,1,13,4,4,4,28,13,1,12",d5-nem3-a
"0,1,28,7,7,1,11",b4-nem3-a
"0,1,4,4,4,1,13,28,13,1,10",d5-nem4-b
"0,1,1,28,4,1,13,9",a5-nem4-b
"0,1,10,7,7,1,33",b4-nem1-a
"0,1,28,7,30",a2-nem2-a
"0,1,1,28,4,1,28,6",c1-nem4-a
"0,1,13,7,28,13,1,7,28,10,8",c6-nem3-b
"0,1,28,7,1,17",rs292
"0,1,10,4,31",b3-nem2-b
"0,1,10,7,7,1,35",b4-nem1-a
"0,1,13,7,7,7,1,10,8",d2-nem1-b
"0,1,28,4,10,1,28,13",b1-nem3-b
"0,1,13,7,28,7,1,13,7,10",c6-nem3-a
"0,1,28,13,1,4,28,12",b1-nem3-b
"0,1,4,1,10,4,30",c3-nem1-a
"0,1,28,4,4,4,1,10,4,28,4,4",b4-nem3-b
"0,1,28,7,1,12",a4-nem3-a
"0,1,1,28,7,1,7,28,1,10",b4-nem3-b
"0,1,10,10,4",b5-nem2-a
"0,1,1,28,1,7,7,7,7,8",d1-nem4-b
"0,1,7,1,26",rs273
"0,1,13,4,28,13,27",rs627
"0,1,4,4,1,28,13,4,36",d5-nem1-b
"0,1,1,28,1,28,7,33",a2-nem4-b
"0,1,28,13,29",a5-nem2-a
"0,1,10,4,28,4,27",rs699
"0,1,28,4,4,4,4,4,1",c2-nem3-a
"0,1,13,4,28,4,24",rs1272
"0,1,7,7,1,28,7,1,10,7,25",rs1093
"0,1,13,1,33",a5-nem1-a
"0,1,28,4,4,1,28,1",c1-nem4-a
"0,1,1,7,10,10,7,28,7,15",c4-nem1-a
"0,1,28,10,7,13",a2-nem2-b
"0,1,28,7,1,7,7,35",c2-nem3-b
"0,1,1,28,7,1,7,7,10,3",c4-nem1-a
"0,1,1,28,7,1,7,28,12",b4-nem4-a
"0,1,10,7,28,7,1,10,28,1,16",rs1510
"0,1,28,13,1,13,28,1,11",a5-nem4-a
"0,1,13,7,7,7,1,32",c6-nem1-a
"0,1,28,25",rs28
"0,1,28,4,4,4,10,28,8",c3-nem2-a
"0,1,4,1,4,4,4,4,6",b2-nem1-b
"0,1,1,28,7,15",a6-nem1-a
"0,1,4,4,1,28,13,1,5",d5-nem4-b
"0,1,1,28,7,1,7,7,36",c2-nem4-a
"0,1,28,10,1,4,4,10",c5-nem3-a
"0,1,13,7,28,7,1,7,28,13,17",rs997
"0,1,13,7,28,13,1,14,28,13",a6-nem3-b
"0,1,1,28,7,1,7,10,4",a4-nem4-b
"0,1,28,7,1,7,28,13,27",rs1509
"0,1,13,7,7,7,1,10,1",c2-nem2-a
"0,1,28,4,10,1,28,1,7,7,13",a2-nem4-a
"0,1,7,7,10",b4-nem2-a
"0,1,13,7,7,7,1,10,2",c2-nem2-a
"0,1,28,4,2,13,28,4,4,36",d5-nem3-a
"0,1,7,7,28,7,1,7,28,1,16",rs502
"0,1,10,10,7,20",rs1406
"0,1,10,10,7,7,28,7,1,7,28,1,19",rs1657
"0,1,28,4,26",rs96
"0,1,7,1,10,28,7,14",b2-nem1-a
"0,1,7,7,13,7,13,7,28,24",rs1056
"0,1,13,7,7,7,1,13,13,13",c6-nem1-b
"0,1,13,7,7,1,10",b2-nem1-b
"0,1,10",a3-nem2-a
"0,1,4,4,1,28,13,1,28,16",rs1294
"0,1,13,4,28,4,18",rs1268
"0,1,13,4,2",b5-nem1-b
"0,1,10,4,34",b3-nem2-b
"0,1,10,29",a3-nem2-b
"0,1,1,28,1,7,7,2",b2-nem1-a
"0,1,28,4,4,33",c1-nem2-a
"0,1,10,7,7,10,28,1,7,28",c6-nem3-b
"0,1,1,7,10,28,10,1,28,7,15",b4-nem4-a
"0,1,4,4,28,27",rs154
"0,1,10,7",a4-nem2-a
"0,1,28,7,7,28,8",c2-nem2-a
"0,1,13,13,1,28,4,11",b5-nem1-a
"0,1,1,7,10,7,36",b4-nem1-a
"0,1,4,1,4,4,4,4,1",c2-nem2-a
"0,1,1,28,4,13,1,7",a5-nem4-b
"0,1,1,28,10,10,1,28,13,30",a3-nem4-b
"0,1,28,7,1,28,7,10",b4-nem3-b
"0,1,28,4,2,13,4,12",c1-nem3-a
"0,1,28,1,7,2",a2-nem2-b
"0,1,13,7,7,10,28,10,7,33",c4-nem2-a
"0,1,28,4,4,4,1,13",d5-nem3-a
"0,1,28,13,1,13,28,1,18",rs576
"0,1,10,10,28,1,4",b5-nem3-a
"0,1,13,13,13,4,4,13",c5-nem2-a
"0,1,28,7,1,28,10",a4-nem3-b
"0,1,13,4,4,4,28,4,1,5",c6-nem3-a
"0,1,1,28,1,7,13,5",a5-nem4-b
"0,1,10,7,28,7,1",b4-nem3-a
"0,1,1,28,7",a2-nem1-a
"0,1,4,1,10,10,4,28,14",c3-nem1-a
"0,1,1,7,13",a6-nem1-b
"0,1,28,7,1,7,7,10,28,14",c2-nem3-b
"0,1,13,13,7,19",rs829
"0,1,8",a2-nem2-a
"0,1,28,7,1,28,6",a1-nem3-b
"0,1,4,4,4,1,13,28,2",d5-nem4-b
"0,1,1,28,7,1,7,28,8",c2-nem4-a
"0,1,28,13,1,7,28,1,10",a2-nem4-a
"0,1,1,28,7,1,13,7,1,12",b2-nem1-a
"0,1,28,4,4,10,4,4",d4-nem2-b
"0,1,7,7,28,7,1,15",c6-nem3-a
"0,1,1,28,7,1,13,28,10",a2-nem4-a
"0,1,1,28,7,1,7,10,29",b4-nem4-a
"0,1,28,13,1,4,28,4,4,1,10",d1-nem4-a
"0,1,4,1,10,4,1",c3-nem2-a
"0,1,1,28,10,1,28,7,10",a6-nem4-a
"0,1,28,4,2,13,28,11",b1-nem3-b
"0,1,28,7,1,28,10,29",a4-nem3-a
"0,1,28,7,1,28,13,6",a5-nem3-b
"0,1,4,1,15",b5-nem1-b
"0,1,28,13,1,4,28,4,1,30",c5-nem4-b
"0,1,7,1,13,28",a6-nem1-a
"0,1,7,1,13,28,13,19",rs811
"0,1,28,1,30",a1-nem3-b
"0,1,28,1,28,7,1,34",a2-nem4-b
"0,1,7,1,10,28,2",a4-nem4-b
"0,1,7,1,13,30",a6-nem1-a
"0,1,7,7,7,1,10,28,10,1,28,18",rs1584
"0,1,13,13,1,28,7,7,7,13,13",c6-nem1-a
"0,1,4,4,10,4,10,25",rs1337
"0,1,10,7,28,10,1,24",rs1426
"0,1,4,1,13,28,13,25",rs599
"0,1,7,7,1,28,7,1,10,25",rs1021
"0,1,4,1,10,4,10,4,4,16",rs1608
"0,1,4,4,4,1,10,28,16",rs736
"0,1,13,13,7,1,25",rs823
"0,1,4,4,4,1,13,28,13,1,4,24",rs1092
"0,1,4,4,1,28,10,1,19",rs729
"0,1,13,13,7,16",rs826
"0,1,4,4,4,1,10,28,10,1,4,27",rs1671
"0,1,4,4,4,1,13,28,13,1,4,21",rs1091
"0,1,4,1,13,4,13,20",rs676
"0,1,28,7,1,16",rs291
"0,1,28,4,2,4,28,10,18",rs710
"0,1,28,4,2,4,28,18",rs163
"0,1,13,13,7,7,28,7,1,21",rs993
"0,1,4,4,4,1,24",rs202
"0,1,28,4,2,4,28,1,17",rs171
"0,1,13,13,7,7,28,7,1,7,28,1,21",rs1083
"0,1,28,7,1,7,28,10,20",rs928
"0,1,28,4,2,4,28,10,24",rs714
"0,1,28,4,2,4,28,13,24",rs1290
"0,1,13,7,28,13,19",rs837
"0,1,7,7,10,7,28,7,17",rs1051
"0,1,10,10,7,7,28,24",rs1488
"0,1,7,1,13,7,13,7,17",rs961
"0,1,13,4,28,19",rs1197
"0,1,7,1,13,28,13,1,28,24",rs868
"0,1,7,7,10,7,10,25",rs1553
"0,1,4,4,1,28,10,1,18",rs728
"0,1,7,7,1,28,7,1,10,20",rs1018
"0,1,28,4,2,4,28,4,18",rs234
"0,1,13,7,28,7,1,7,28,13,18",rs998
"0,1,10,4,28,10,1,24",rs1210
"0,1,10,7,28,7,16",rs906
"0,1,28,4,2,4,28,10,27",rs717
"0,1,13,7,28,7,1,13,28,1,18",rs936
"0,1,13,7,28,7,1,13,28,17",rs925
"0,1,7,7,10,7,28,7,1,24",rs1066
"0,1,4,4,1,28,4,1,16",rs250
"0,1,28,1,28,13,18",rs1142
"0,1,4,4,4,1,13,28,13,16",rs736
"0,1,7,7,7,1,10,28,10,1,19",rs1593
"0,1,13,13,7,7,28,7,1,7,28,1,20",rs1082
"0,1,1,28,10,1,26",rs590
"0,1,4,4,4,1,13,28,13,1,28,20",rs794
"0,1,28,4,2,4,28,19",rs164
"0,1,28,7,1,7,28,7,26",rs431
"0,1,1,28,7,1,25",rs322
"0,1,4,4,1,28,10,1,28,16",rs718
"0,1,7,1,13,7,21",rs1469
"0,1,4,1,13,28,13,1,20",rs658
"0,1,4,4,4,1,10,24",rs750
"0,1,10,4,28,4,1,4,28,4,19",rs1071
"0,1,13,13,4,4,28,27",rs699
"0,1,10,10,7,7,28,7,1,7,25",rs1643
"0,1,10,10,7,16",rs1402
"0,1,7,7,13,7,13,7,28,16",rs1050
"0,1,13,4,28,4,1,4,28,13,24",rs786
"0,1,7,1,17",rs268
"0,1,10,7,28,7,1,7,28,10,21",rs1577
"0,1,4,1,13,28,13,1,28,17",rs647
"0,1,13,7,28,7,1,13,18",rs918
"0,1,13,13,7,1,24",rs822
"0,1,4,4,1,28,25",rs129
"0,1,13,13,7,7,28,7,1,24",rs994
"0,1,10,4,28,4,1,4,28,1,25",rs797
"0,1,10,10,7,7,28,7,1,7,17",rs1637
"0,1,10,7,28,7,1,7,28,10,19",rs1575
"0,1,4,4,4,1,10,16",rs744
"0,1,28,7,1,7,28,10,17",rs925
"0,1,13,7,28,7,1,7,28,13,24",rs1002
"0,1,28,7,1,10,28,1,18",rs864
"0,1,10,7,28,10,24",rs1416
"0,1,7,1,18",rs269
